,Unnamed: 0,miRNA,disease
0,1,hsa-let-7a,Breast Neoplasms
1,2,hsa-let-7b,Breast Neoplasms
2,3,hsa-let-7c,Breast Neoplasms
3,4,hsa-let-7d,Breast Neoplasms
4,5,hsa-let-7e,Breast Neoplasms
5,6,hsa-let-7f,Breast Neoplasms
6,7,hsa-let-7g,Breast Neoplasms
7,8,hsa-let-7i,Breast Neoplasms
8,9,hsa-mir-1,Breast Neoplasms
9,10,hsa-mir-100,Breast Neoplasms
10,11,hsa-mir-101,Breast Neoplasms
11,12,hsa-mir-105,Breast Neoplasms
12,13,hsa-mir-106a,Breast Neoplasms
13,14,hsa-mir-106b,Breast Neoplasms
14,15,hsa-mir-107,Breast Neoplasms
15,16,hsa-mir-10a,Breast Neoplasms
16,17,hsa-mir-10b,Breast Neoplasms
17,18,hsa-mir-122,Breast Neoplasms
18,19,hsa-mir-124,Breast Neoplasms
19,20,hsa-mir-125a,Breast Neoplasms
20,21,hsa-mir-126,Breast Neoplasms
21,22,hsa-mir-127,Breast Neoplasms
22,23,hsa-mir-128,Breast Neoplasms
23,24,hsa-mir-129,Breast Neoplasms
24,25,hsa-mir-130a,Breast Neoplasms
25,26,hsa-mir-130b,Breast Neoplasms
26,27,hsa-mir-132,Breast Neoplasms
27,28,hsa-mir-133a,Breast Neoplasms
28,29,hsa-mir-133b,Breast Neoplasms
29,30,hsa-mir-134,Breast Neoplasms
30,31,hsa-mir-135a,Breast Neoplasms
31,32,hsa-mir-135b,Breast Neoplasms
32,33,hsa-mir-136,Breast Neoplasms
33,34,hsa-mir-137,Breast Neoplasms
34,35,hsa-mir-138,Breast Neoplasms
35,36,hsa-mir-139,Breast Neoplasms
36,37,hsa-mir-140,Breast Neoplasms
37,38,hsa-mir-141,Breast Neoplasms
38,39,hsa-mir-143,Breast Neoplasms
39,40,hsa-mir-144,Breast Neoplasms
40,41,hsa-mir-145,Breast Neoplasms
41,42,hsa-mir-146a,Breast Neoplasms
42,43,hsa-mir-146b,Breast Neoplasms
43,44,hsa-mir-148a,Breast Neoplasms
44,45,hsa-mir-148b,Breast Neoplasms
45,46,hsa-mir-149,Breast Neoplasms
46,47,hsa-mir-150,Breast Neoplasms
47,48,hsa-mir-152,Breast Neoplasms
48,49,hsa-mir-153,Breast Neoplasms
49,50,hsa-mir-154,Breast Neoplasms
50,51,hsa-mir-155,Breast Neoplasms
51,52,hsa-mir-15a,Breast Neoplasms
52,53,hsa-mir-15b,Breast Neoplasms
53,54,hsa-mir-16,Breast Neoplasms
54,55,hsa-mir-181a,Breast Neoplasms
55,56,hsa-mir-181b,Breast Neoplasms
56,57,hsa-mir-181c,Breast Neoplasms
57,58,hsa-mir-181d,Breast Neoplasms
58,59,hsa-mir-182,Breast Neoplasms
59,60,hsa-mir-183,Breast Neoplasms
60,61,hsa-mir-184,Breast Neoplasms
61,62,hsa-mir-185,Breast Neoplasms
62,63,hsa-mir-186,Breast Neoplasms
63,64,hsa-mir-187,Breast Neoplasms
64,65,hsa-mir-188,Breast Neoplasms
65,66,hsa-mir-189,Breast Neoplasms
66,67,hsa-mir-18a,Breast Neoplasms
67,68,hsa-mir-18b,Breast Neoplasms
68,69,hsa-mir-191,Breast Neoplasms
69,70,hsa-mir-192,Breast Neoplasms
70,71,hsa-mir-193a,Breast Neoplasms
71,72,hsa-mir-193b,Breast Neoplasms
72,73,hsa-mir-194,Breast Neoplasms
73,74,hsa-mir-195,Breast Neoplasms
74,75,hsa-mir-196a,Breast Neoplasms
75,76,hsa-mir-196b,Breast Neoplasms
76,77,hsa-mir-197,Breast Neoplasms
77,78,hsa-mir-198,Breast Neoplasms
78,79,hsa-mir-199a,Breast Neoplasms
79,80,hsa-mir-199b,Breast Neoplasms
80,81,hsa-mir-19a,Breast Neoplasms
81,82,hsa-mir-19b,Breast Neoplasms
82,83,hsa-mir-200a,Breast Neoplasms
83,84,hsa-mir-200b,Breast Neoplasms
84,85,hsa-mir-200c,Breast Neoplasms
85,86,hsa-mir-202,Breast Neoplasms
86,87,hsa-mir-203,Breast Neoplasms
87,88,hsa-mir-204,Breast Neoplasms
88,89,hsa-mir-205,Breast Neoplasms
89,90,hsa-mir-206,Breast Neoplasms
90,91,hsa-mir-21,Breast Neoplasms
91,92,hsa-mir-210,Breast Neoplasms
92,93,hsa-mir-211,Breast Neoplasms
93,94,hsa-mir-212,Breast Neoplasms
94,95,hsa-mir-214,Breast Neoplasms
95,96,hsa-mir-215,Breast Neoplasms
96,97,hsa-mir-217,Breast Neoplasms
97,98,hsa-mir-218,Breast Neoplasms
98,99,hsa-mir-219,Breast Neoplasms
99,100,hsa-mir-22,Breast Neoplasms
100,101,hsa-mir-221,Breast Neoplasms
101,102,hsa-mir-222,Breast Neoplasms
102,103,hsa-mir-223,Breast Neoplasms
103,104,hsa-mir-224,Breast Neoplasms
104,105,hsa-mir-23a,Breast Neoplasms
105,106,hsa-mir-23b,Breast Neoplasms
106,107,hsa-mir-24,Breast Neoplasms
107,108,hsa-mir-25,Breast Neoplasms
108,109,hsa-mir-26a,Breast Neoplasms
109,110,hsa-mir-26b,Breast Neoplasms
110,111,hsa-mir-27a,Breast Neoplasms
111,112,hsa-mir-27b,Breast Neoplasms
112,113,hsa-mir-28,Breast Neoplasms
113,114,hsa-mir-296,Breast Neoplasms
114,115,hsa-mir-299,Breast Neoplasms
115,116,hsa-mir-29a,Breast Neoplasms
116,117,hsa-mir-29b,Breast Neoplasms
117,118,hsa-mir-29c,Breast Neoplasms
118,119,hsa-mir-302a,Breast Neoplasms
119,120,hsa-mir-302b,Breast Neoplasms
120,121,hsa-mir-302c,Breast Neoplasms
121,122,hsa-mir-302d,Breast Neoplasms
122,123,hsa-mir-30b,Breast Neoplasms
123,124,hsa-mir-30c,Breast Neoplasms
124,125,hsa-mir-30d,Breast Neoplasms
125,126,hsa-mir-31,Breast Neoplasms
126,127,hsa-mir-32,Breast Neoplasms
127,128,hsa-mir-325,Breast Neoplasms
128,129,hsa-mir-326,Breast Neoplasms
129,130,hsa-mir-328,Breast Neoplasms
130,131,hsa-mir-329,Breast Neoplasms
131,132,hsa-mir-330,Breast Neoplasms
132,133,hsa-mir-331,Breast Neoplasms
133,134,hsa-mir-335,Breast Neoplasms
134,135,hsa-mir-337,Breast Neoplasms
135,136,hsa-mir-338,Breast Neoplasms
136,137,hsa-mir-339,Breast Neoplasms
137,138,hsa-mir-340,Breast Neoplasms
138,139,hsa-mir-342,Breast Neoplasms
139,140,hsa-mir-345,Breast Neoplasms
140,141,hsa-mir-346,Breast Neoplasms
141,142,hsa-mir-34a,Breast Neoplasms
142,143,hsa-mir-34b,Breast Neoplasms
143,144,hsa-mir-34c,Breast Neoplasms
144,145,hsa-mir-361,Breast Neoplasms
145,146,hsa-mir-362,Breast Neoplasms
146,147,hsa-mir-363,Breast Neoplasms
147,148,hsa-mir-367,Breast Neoplasms
148,149,hsa-mir-369,Breast Neoplasms
149,150,hsa-mir-370,Breast Neoplasms
150,151,hsa-mir-371,Breast Neoplasms
151,152,hsa-mir-372,Breast Neoplasms
152,153,hsa-mir-373,Breast Neoplasms
153,154,hsa-mir-375,Breast Neoplasms
154,155,hsa-mir-376a,Breast Neoplasms
155,156,hsa-mir-376b,Breast Neoplasms
156,157,hsa-mir-377,Breast Neoplasms
157,158,hsa-mir-379,Breast Neoplasms
158,159,hsa-mir-381,Breast Neoplasms
159,160,hsa-mir-382,Breast Neoplasms
160,161,hsa-mir-383,Breast Neoplasms
161,162,hsa-mir-410,Breast Neoplasms
162,163,hsa-mir-411,Breast Neoplasms
163,164,hsa-mir-421,Breast Neoplasms
164,165,hsa-mir-422a,Breast Neoplasms
165,166,hsa-mir-424,Breast Neoplasms
166,167,hsa-mir-429,Breast Neoplasms
167,168,hsa-mir-431,Breast Neoplasms
168,169,hsa-mir-432,Breast Neoplasms
169,170,hsa-mir-433,Breast Neoplasms
170,171,hsa-mir-448,Breast Neoplasms
171,172,hsa-mir-451,Breast Neoplasms
172,173,hsa-mir-452,Breast Neoplasms
173,174,hsa-mir-455,Breast Neoplasms
174,175,hsa-mir-483,Breast Neoplasms
175,176,hsa-mir-484,Breast Neoplasms
176,177,hsa-mir-486,Breast Neoplasms
177,178,hsa-mir-487a,Breast Neoplasms
178,179,hsa-mir-487b,Breast Neoplasms
179,180,hsa-mir-489,Breast Neoplasms
180,181,hsa-mir-490,Breast Neoplasms
181,182,hsa-mir-491,Breast Neoplasms
182,183,hsa-mir-492,Breast Neoplasms
183,184,hsa-mir-495,Breast Neoplasms
184,185,hsa-mir-497,Breast Neoplasms
185,186,hsa-mir-498,Breast Neoplasms
186,187,hsa-mir-501,Breast Neoplasms
187,188,hsa-mir-502,Breast Neoplasms
188,189,hsa-mir-503,Breast Neoplasms
189,190,hsa-mir-504,Breast Neoplasms
190,191,hsa-mir-505,Breast Neoplasms
191,192,hsa-mir-508,Breast Neoplasms
192,193,hsa-mir-510,Breast Neoplasms
193,194,hsa-mir-517a,Breast Neoplasms
194,195,hsa-mir-517c,Breast Neoplasms
195,196,hsa-mir-518a,Breast Neoplasms
196,197,hsa-mir-518c,Breast Neoplasms
197,198,hsa-mir-518e,Breast Neoplasms
198,199,hsa-mir-518f,Breast Neoplasms
199,200,hsa-mir-519b,Breast Neoplasms
200,201,hsa-mir-519c,Breast Neoplasms
201,202,hsa-mir-519e,Breast Neoplasms
202,203,hsa-mir-520a,Breast Neoplasms
203,204,hsa-mir-520b,Breast Neoplasms
204,205,hsa-mir-520d,Breast Neoplasms
205,206,hsa-mir-520e,Breast Neoplasms
206,207,hsa-mir-520f,Breast Neoplasms
207,208,hsa-mir-521,Breast Neoplasms
208,209,hsa-mir-523,Breast Neoplasms
209,210,hsa-mir-524,Breast Neoplasms
210,211,hsa-mir-525,Breast Neoplasms
211,212,hsa-mir-526a,Breast Neoplasms
212,213,hsa-mir-526b,Breast Neoplasms
213,214,hsa-mir-527,Breast Neoplasms
214,215,hsa-mir-532,Breast Neoplasms
215,216,hsa-mir-539,Breast Neoplasms
216,217,hsa-mir-545,Breast Neoplasms
217,218,hsa-mir-551a,Breast Neoplasms
218,219,hsa-mir-557,Breast Neoplasms
219,220,hsa-mir-564,Breast Neoplasms
220,221,hsa-mir-566,Breast Neoplasms
221,222,hsa-mir-567,Breast Neoplasms
222,223,hsa-mir-570,Breast Neoplasms
223,224,hsa-mir-572,Breast Neoplasms
224,225,hsa-mir-574,Breast Neoplasms
225,226,hsa-mir-575,Breast Neoplasms
226,227,hsa-mir-582,Breast Neoplasms
227,228,hsa-mir-583,Breast Neoplasms
228,229,hsa-mir-584,Breast Neoplasms
229,230,hsa-mir-589,Breast Neoplasms
230,231,hsa-mir-590,Breast Neoplasms
231,232,hsa-mir-593,Breast Neoplasms
232,233,hsa-mir-595,Breast Neoplasms
233,234,hsa-mir-598,Breast Neoplasms
234,235,hsa-mir-600,Breast Neoplasms
235,236,hsa-mir-601,Breast Neoplasms
236,237,hsa-mir-602,Breast Neoplasms
237,238,hsa-mir-603,Breast Neoplasms
238,239,hsa-mir-608,Breast Neoplasms
239,240,hsa-mir-610,Breast Neoplasms
240,241,hsa-mir-612,Breast Neoplasms
241,242,hsa-mir-614,Breast Neoplasms
242,243,hsa-mir-615,Breast Neoplasms
243,244,hsa-mir-616,Breast Neoplasms
244,245,hsa-mir-617,Breast Neoplasms
245,246,hsa-mir-619,Breast Neoplasms
246,247,hsa-mir-621,Breast Neoplasms
247,248,hsa-mir-622,Breast Neoplasms
248,249,hsa-mir-624,Breast Neoplasms
249,250,hsa-mir-625,Breast Neoplasms
250,251,hsa-mir-627,Breast Neoplasms
251,252,hsa-mir-628,Breast Neoplasms
252,253,hsa-mir-629,Breast Neoplasms
253,254,hsa-mir-630,Breast Neoplasms
254,255,hsa-mir-637,Breast Neoplasms
255,256,hsa-mir-638,Breast Neoplasms
256,257,hsa-mir-641,Breast Neoplasms
257,258,hsa-mir-647,Breast Neoplasms
258,259,hsa-mir-648,Breast Neoplasms
259,260,hsa-mir-650,Breast Neoplasms
260,261,hsa-mir-652,Breast Neoplasms
261,262,hsa-mir-654,Breast Neoplasms
262,263,hsa-mir-657,Breast Neoplasms
263,264,hsa-mir-658,Breast Neoplasms
264,265,hsa-mir-659,Breast Neoplasms
265,266,hsa-mir-660,Breast Neoplasms
266,267,hsa-mir-661,Breast Neoplasms
267,268,hsa-mir-662,Breast Neoplasms
268,269,hsa-mir-663,Breast Neoplasms
269,270,hsa-mir-668,Breast Neoplasms
270,271,hsa-mir-671,Breast Neoplasms
271,272,hsa-mir-7,Breast Neoplasms
272,273,hsa-mir-758,Breast Neoplasms
273,274,hsa-mir-765,Breast Neoplasms
274,275,hsa-mir-766,Breast Neoplasms
275,276,hsa-mir-9,Breast Neoplasms
276,277,hsa-mir-92,Breast Neoplasms
277,278,hsa-mir-92b,Breast Neoplasms
278,279,hsa-mir-93,Breast Neoplasms
279,280,hsa-mir-95,Breast Neoplasms
280,281,hsa-mir-96,Breast Neoplasms
281,282,hsa-mir-98,Breast Neoplasms
282,283,hsa-mir-99a,Breast Neoplasms
283,284,hsa-mir-99b,Breast Neoplasms
284,285,hsa-let-7a,Colon Neoplasms
285,286,hsa-let-7b,Colon Neoplasms
286,287,hsa-let-7c,Colon Neoplasms
287,288,hsa-let-7d,Colon Neoplasms
288,289,hsa-let-7e,Colon Neoplasms
289,290,hsa-let-7f,Colon Neoplasms
290,291,hsa-let-7g,Colon Neoplasms
291,292,hsa-let-7i,Colon Neoplasms
292,293,hsa-mir-1,Colon Neoplasms
293,294,hsa-mir-100,Colon Neoplasms
294,295,hsa-mir-105,Colon Neoplasms
295,296,hsa-mir-106a,Colon Neoplasms
296,297,hsa-mir-106b,Colon Neoplasms
297,298,hsa-mir-107,Colon Neoplasms
298,299,hsa-mir-10b,Colon Neoplasms
299,300,hsa-mir-124,Colon Neoplasms
300,301,hsa-mir-125a,Colon Neoplasms
301,302,hsa-mir-125b,Colon Neoplasms
302,303,hsa-mir-126,Colon Neoplasms
303,304,hsa-mir-127,Colon Neoplasms
304,305,hsa-mir-128,Colon Neoplasms
305,306,hsa-mir-129,Colon Neoplasms
306,307,hsa-mir-130b,Colon Neoplasms
307,308,hsa-mir-133a,Colon Neoplasms
308,309,hsa-mir-133b,Colon Neoplasms
309,310,hsa-mir-135a,Colon Neoplasms
310,311,hsa-mir-135b,Colon Neoplasms
311,312,hsa-mir-137,Colon Neoplasms
312,313,hsa-mir-138,Colon Neoplasms
313,314,hsa-mir-139,Colon Neoplasms
314,315,hsa-mir-141,Colon Neoplasms
315,316,hsa-mir-143,Colon Neoplasms
316,317,hsa-mir-145,Colon Neoplasms
317,318,hsa-mir-146a,Colon Neoplasms
318,319,hsa-mir-148a,Colon Neoplasms
319,320,hsa-mir-149,Colon Neoplasms
320,321,hsa-mir-152,Colon Neoplasms
321,322,hsa-mir-155,Colon Neoplasms
322,323,hsa-mir-15a,Colon Neoplasms
323,324,hsa-mir-16,Colon Neoplasms
324,325,hsa-mir-17,Colon Neoplasms
325,326,hsa-mir-181a,Colon Neoplasms
326,327,hsa-mir-181b,Colon Neoplasms
327,328,hsa-mir-181c,Colon Neoplasms
328,329,hsa-mir-182,Colon Neoplasms
329,330,hsa-mir-183,Colon Neoplasms
330,331,hsa-mir-184,Colon Neoplasms
331,332,hsa-mir-185,Colon Neoplasms
332,333,hsa-mir-187,Colon Neoplasms
333,334,hsa-mir-188,Colon Neoplasms
334,335,hsa-mir-189,Colon Neoplasms
335,336,hsa-mir-18a,Colon Neoplasms
336,337,hsa-mir-191,Colon Neoplasms
337,338,hsa-mir-192,Colon Neoplasms
338,339,hsa-mir-194,Colon Neoplasms
339,340,hsa-mir-195,Colon Neoplasms
340,341,hsa-mir-196a,Colon Neoplasms
341,342,hsa-mir-196b,Colon Neoplasms
342,343,hsa-mir-197,Colon Neoplasms
343,344,hsa-mir-198,Colon Neoplasms
344,345,hsa-mir-199b,Colon Neoplasms
345,346,hsa-mir-19a,Colon Neoplasms
346,347,hsa-mir-19b,Colon Neoplasms
347,348,hsa-mir-200b,Colon Neoplasms
348,349,hsa-mir-200c,Colon Neoplasms
349,350,hsa-mir-202,Colon Neoplasms
350,351,hsa-mir-203,Colon Neoplasms
351,352,hsa-mir-204,Colon Neoplasms
352,353,hsa-mir-205,Colon Neoplasms
353,354,hsa-mir-206,Colon Neoplasms
354,355,hsa-mir-20a,Colon Neoplasms
355,356,hsa-mir-21,Colon Neoplasms
356,357,hsa-mir-210,Colon Neoplasms
357,358,hsa-mir-211,Colon Neoplasms
358,359,hsa-mir-212,Colon Neoplasms
359,360,hsa-mir-214,Colon Neoplasms
360,361,hsa-mir-215,Colon Neoplasms
361,362,hsa-mir-218,Colon Neoplasms
362,363,hsa-mir-219,Colon Neoplasms
363,364,hsa-mir-22,Colon Neoplasms
364,365,hsa-mir-221,Colon Neoplasms
365,366,hsa-mir-222,Colon Neoplasms
366,367,hsa-mir-223,Colon Neoplasms
367,368,hsa-mir-224,Colon Neoplasms
368,369,hsa-mir-25,Colon Neoplasms
369,370,hsa-mir-26a,Colon Neoplasms
370,371,hsa-mir-27b,Colon Neoplasms
371,372,hsa-mir-29a,Colon Neoplasms
372,373,hsa-mir-29b,Colon Neoplasms
373,374,hsa-mir-29c,Colon Neoplasms
374,375,hsa-mir-302a,Colon Neoplasms
375,376,hsa-mir-30b,Colon Neoplasms
376,377,hsa-mir-30c,Colon Neoplasms
377,378,hsa-mir-30d,Colon Neoplasms
378,379,hsa-mir-31,Colon Neoplasms
379,380,hsa-mir-32,Colon Neoplasms
380,381,hsa-mir-324,Colon Neoplasms
381,382,hsa-mir-326,Colon Neoplasms
382,383,hsa-mir-328,Colon Neoplasms
383,384,hsa-mir-330,Colon Neoplasms
384,385,hsa-mir-331,Colon Neoplasms
385,386,hsa-mir-335,Colon Neoplasms
386,387,hsa-mir-337,Colon Neoplasms
387,388,hsa-mir-338,Colon Neoplasms
388,389,hsa-mir-339,Colon Neoplasms
389,390,hsa-mir-33b,Colon Neoplasms
390,391,hsa-mir-340,Colon Neoplasms
391,392,hsa-mir-345,Colon Neoplasms
392,393,hsa-mir-346,Colon Neoplasms
393,394,hsa-mir-34a,Colon Neoplasms
394,395,hsa-mir-34b,Colon Neoplasms
395,396,hsa-mir-371,Colon Neoplasms
396,397,hsa-mir-373,Colon Neoplasms
397,398,hsa-mir-379,Colon Neoplasms
398,399,hsa-mir-410,Colon Neoplasms
399,400,hsa-mir-422a,Colon Neoplasms
400,401,hsa-mir-424,Colon Neoplasms
401,402,hsa-mir-429,Colon Neoplasms
402,403,hsa-mir-432,Colon Neoplasms
403,404,hsa-mir-452,Colon Neoplasms
404,405,hsa-mir-488,Colon Neoplasms
405,406,hsa-mir-490,Colon Neoplasms
406,407,hsa-mir-494,Colon Neoplasms
407,408,hsa-mir-497,Colon Neoplasms
408,409,hsa-mir-498,Colon Neoplasms
409,410,hsa-mir-503,Colon Neoplasms
410,411,hsa-mir-517a,Colon Neoplasms
411,412,hsa-mir-7,Colon Neoplasms
412,413,hsa-mir-9,Colon Neoplasms
413,414,hsa-mir-92,Colon Neoplasms
414,415,hsa-mir-93,Colon Neoplasms
415,416,hsa-mir-95,Colon Neoplasms
416,417,hsa-mir-96,Colon Neoplasms
417,418,hsa-mir-99a,Colon Neoplasms
418,419,hsa-mir-99b,Colon Neoplasms
419,420,hsa-let-7a,Colonic Neoplasms
420,421,hsa-let-7b,Colonic Neoplasms
421,422,hsa-let-7c,Colonic Neoplasms
422,423,hsa-let-7d,Colonic Neoplasms
423,424,hsa-let-7e,Colonic Neoplasms
424,425,hsa-let-7f,Colonic Neoplasms
425,426,hsa-let-7g,Colonic Neoplasms
426,427,hsa-let-7i,Colonic Neoplasms
427,428,hsa-mir-1,Colonic Neoplasms
428,429,hsa-mir-100,Colonic Neoplasms
429,430,hsa-mir-105,Colonic Neoplasms
430,431,hsa-mir-106a,Colonic Neoplasms
431,432,hsa-mir-106b,Colonic Neoplasms
432,433,hsa-mir-107,Colonic Neoplasms
433,434,hsa-mir-10b,Colonic Neoplasms
434,435,hsa-mir-124,Colonic Neoplasms
435,436,hsa-mir-125a,Colonic Neoplasms
436,437,hsa-mir-125b,Colonic Neoplasms
437,438,hsa-mir-126,Colonic Neoplasms
438,439,hsa-mir-127,Colonic Neoplasms
439,440,hsa-mir-128,Colonic Neoplasms
440,441,hsa-mir-129,Colonic Neoplasms
441,442,hsa-mir-130b,Colonic Neoplasms
442,443,hsa-mir-133a,Colonic Neoplasms
443,444,hsa-mir-133b,Colonic Neoplasms
444,445,hsa-mir-135a,Colonic Neoplasms
445,446,hsa-mir-135b,Colonic Neoplasms
446,447,hsa-mir-137,Colonic Neoplasms
447,448,hsa-mir-138,Colonic Neoplasms
448,449,hsa-mir-139,Colonic Neoplasms
449,450,hsa-mir-141,Colonic Neoplasms
450,451,hsa-mir-143,Colonic Neoplasms
451,452,hsa-mir-145,Colonic Neoplasms
452,453,hsa-mir-146a,Colonic Neoplasms
453,454,hsa-mir-148a,Colonic Neoplasms
454,455,hsa-mir-149,Colonic Neoplasms
455,456,hsa-mir-152,Colonic Neoplasms
456,457,hsa-mir-155,Colonic Neoplasms
457,458,hsa-mir-15a,Colonic Neoplasms
458,459,hsa-mir-16,Colonic Neoplasms
459,460,hsa-mir-17,Colonic Neoplasms
460,461,hsa-mir-181a,Colonic Neoplasms
461,462,hsa-mir-181b,Colonic Neoplasms
462,463,hsa-mir-181c,Colonic Neoplasms
463,464,hsa-mir-182,Colonic Neoplasms
464,465,hsa-mir-183,Colonic Neoplasms
465,466,hsa-mir-184,Colonic Neoplasms
466,467,hsa-mir-185,Colonic Neoplasms
467,468,hsa-mir-187,Colonic Neoplasms
468,469,hsa-mir-188,Colonic Neoplasms
469,470,hsa-mir-189,Colonic Neoplasms
